category,setting,billing_code_type,billing_code,description,charge_type,rate
facility,lab,CPT/HCP MCC,86363,PR MOG-IGG1 ANTIBODY FLOW CYTOMETRY EACH,fee schedule,90.5
facility,lab,CPT/HCP MCC,86364,PR TISSUE TRANSGLUTAMINASE EA IMMUNOGLOBULIN CLASS,fee schedule,27.7
facility,lab,CPT/HCP MCC,86366,PR MUSCLE-SPECIFIC KINASE ANTIBODY,fee schedule,44.2
facility,lab,CPT/HCP MCC,86367,PR STEM CELLS TOTAL COUNT,fee schedule,186.7
facility,lab,CPT/HCP MCC,86376,PR MICROSOMAL ANTIBODIES EACH,fee schedule,34.9
facility,lab,CPT/HCP MCC,86381,PR MITOCHONDRIAL ANTIBODY EACH,fee schedule,61.1
facility,lab,CPT/HCP MCC,86382,PR NEUTRALIZATION TEST VIRAL,fee schedule,40.6
facility,lab,CPT/HCP MCC,86384,PR NITROBLUE TETRAZOLIUM DYE TEST NTD,fee schedule,32.7
facility,lab,CPT/HCP MCC,86386,PR NUCLEAR MATRIX PROTEIN 22 NMP22 QUALITATIVE,fee schedule,52.3
facility,lab,CPT/HCP MCC,86386,PR NUCLEAR MATRIX PROTEIN 22 NMP22 QUALITATIVE,fee schedule,52.3
facility,lab,CPT/HCP MCC,86403,PR PARTICLE AGGLUTINATION SCREEN EACH ANTIBODY,fee schedule,27.7
facility,lab,CPT/HCP MCC,86406,PR PARTICLE AGGLUTINATION TITER EACH ANTIBODY,fee schedule,25.5
facility,lab,CPT/HCP MCC,86408,CHG NEUTRALIZING ANTIBODY SARS-COV-2 SCREEN,fee schedule,101.1
facility,lab,CPT/HCP MCC,86409,PR NEUTRALIZING ANTIBODY SARS-COV-2 TITER,fee schedule,191.1
facility,lab,CPT/HCP MCC,86413,PR SEV AQT RESPIR SYND CORONAVIRUS 2 ANTIBODY QUAN,fee schedule,123.4
facility,lab,CPT/HCP MCC,86430,PR RHEUMATOID FACTOR QUALITATIVE,fee schedule,14.7
facility,lab,CPT/HCP MCC,86431,PR RHEUMATOID FACTOR QUANTITATIVE,fee schedule,13.6
facility,lab,CPT/HCP MCC,86480,PR TB CELL MEDIATED ANTIGN RESPNSE GAMMA INTERFERON,fee schedule,148.8
facility,lab,CPT/HCP MCC,86481,PR TB ANTIGEN RESPONSE GAMMA INTERFERON T-CELL SUSP,fee schedule,240.0
facility,lab,CPT/HCP MCC,86590,PR STREPTOKINASE ANTIBODY,fee schedule,30.4
facility,lab,CPT/HCP MCC,86592,PR SYPHILIS TEST NON-TREPONEMAL ANTIBODY QUAL,fee schedule,10.2
facility,lab,CPT/HCP MCC,86593,PR SYPHILIS TEST QUANTITATIVE,fee schedule,10.6
facility,lab,CPT/HCP MCC,86596,PR VOLTAGE-GATED CALCIUM CHANNEL ANTIBODY EACH,fee schedule,28.9
facility,lab,CPT/HCP MCC,86602,PR ANTIBODY ACTINOMYCES,fee schedule,24.4
facility,lab,CPT/HCP MCC,86603,PR ANTIBODY ADENOVIRUS,fee schedule,30.9
facility,lab,CPT/HCP MCC,86606,PR ANTIBODY ASPERGILLUS,fee schedule,36.1
facility,lab,CPT/HCP MCC,86609,PR ANTIBODY BACTERIUM NOT ELSEWHERE SPECIFIED,fee schedule,30.9
facility,lab,CPT/HCP MCC,86611,PR ANTIBODY BARTONELLA,fee schedule,24.4
facility,lab,CPT/HCP MCC,86612,PR ANTIBODY BLASTOMYCES,fee schedule,31.0
facility,lab,CPT/HCP MCC,86615,PR ANTIBODY BORDETELLA,fee schedule,31.7
facility,lab,CPT/HCP MCC,86617,PR ANTIBODY BORRELIA BURGDORFERI CONFIRMATORY TST,fee schedule,37.2
facility,lab,CPT/HCP MCC,86618,PR ANTIBODY BORRELIA BURGDORFERI LYME DISEASE,fee schedule,40.9
facility,lab,CPT/HCP MCC,86618,PR ANTIBODY BORRELIA BURGDORFERI LYME DISEASE,fee schedule,40.9
facility,lab,CPT/HCP MCC,86619,PR ANTIBODY BORRELIA RELAPSING FEVER,fee schedule,32.1
facility,lab,CPT/HCP MCC,86622,PR ANTIBODY BRUCELLA,fee schedule,21.4
facility,lab,CPT/HCP MCC,86625,PR ANTIBODY CAMPYLOBACTER,fee schedule,31.5
facility,lab,CPT/HCP MCC,86628,PR ANTIBODY CANDIDA,fee schedule,28.8
facility,lab,CPT/HCP MCC,86631,PR ANTIBODY CHLAMYDIA,fee schedule,28.4
facility,lab,CPT/HCP MCC,86632,PR ANTIBODY CHLAMYDIA IGM,fee schedule,30.4
facility,lab,CPT/HCP MCC,86635,PR ANTIBODY COCCIDIOIDES,fee schedule,27.5
facility,lab,CPT/HCP MCC,86638,PR ANTIBODY COXIELLA BURNETII Q FEVER,fee schedule,29.1
facility,lab,CPT/HCP MCC,86641,PR ANTIBODY CRYPTOCOCCUS,fee schedule,34.6
facility,lab,CPT/HCP MCC,86644,PR ANTIBODY CYTOMEGALOVIRUS CMV,fee schedule,34.5
facility,lab,CPT/HCP MCC,86645,PR ANTIBODY CYTOMEGALOVIRUS CMV IGM,fee schedule,40.4
facility,lab,CPT/HCP MCC,86648,PR ANTIBODY DIPHTHERIA,fee schedule,36.5
facility,lab,CPT/HCP MCC,86651,PR ANTIBODY ENCEPHALITIS CALIFORNIA LA CROSSE,fee schedule,31.7
facility,lab,CPT/HCP MCC,86652,PR ANTIBODY ENCEPHALITIS EASTERN EQUINE,fee schedule,31.7
facility,lab,CPT/HCP MCC,86653,PR ANTIBODY ENCEPHALITIS ST. LOUIS,fee schedule,31.7
facility,lab,CPT/HCP MCC,86654,PR ANTIBODY ENCEPHALITIS WESTRN EQUINE,fee schedule,31.7
facility,lab,CPT/HCP MCC,86658,PR ANTIBODY ENTEROVIRUS,fee schedule,31.3
facility,lab,CPT/HCP MCC,86663,PR ANTIBODY EPSTEIN-BARR EB VIRUS EARLY ANTIGEN EA,fee schedule,31.5
facility,lab,CPT/HCP MCC,86664,PR ANTIBODY EPSTEIN-BARR EB VIRUS NUCLEAR AG EBNA,fee schedule,36.7
facility,lab,CPT/HCP MCC,86665,PR ANTIBODY EPSTEIN-BARR EB VIRUS VIRAL CAPSID VCA,fee schedule,43.5
facility,lab,CPT/HCP MCC,86666,PR ANTIBODY EHRLICHIA,fee schedule,24.4
facility,lab,CPT/HCP MCC,86668,PR ANTIBODY FRANCISELLA TULARENSIS,fee schedule,34.0
facility,lab,CPT/HCP MCC,86671,PR ANTIBODY FUNGUS NOT ELSEWHERE SPECIFIED,fee schedule,29.4
facility,lab,CPT/HCP MCC,86674,PR ANTIBODY GIARDIA LAMBLIA,fee schedule,35.3
facility,lab,CPT/HCP MCC,86677,PR ANTIBODY HELICOBACTER PYLORI,fee schedule,40.4
facility,lab,CPT/HCP MCC,86682,PR ANTIBODY HELMINTH NOT ELSEWHERE SPECIFIED,fee schedule,31.2
facility,lab,CPT/HCP MCC,86684,PR ANTIBODY HAEMOPHILUS INFLUENZA,fee schedule,38.0
facility,lab,CPT/HCP MCC,86687,PR ANTIBODY HTLV-I,fee schedule,21.8
facility,lab,CPT/HCP MCC,86688,PR ANTIBODY HTLV-II,fee schedule,33.6
facility,lab,CPT/HCP MCC,86689,PR ANTIBODY HTLV/HIV ANTIBODY CONFIRMATORY TEST,fee schedule,46.4
facility,lab,CPT/HCP MCC,86692,PR ANTIBODY HEP DELTA AGENT,fee schedule,41.2
facility,lab,CPT/HCP MCC,86694,PR ANTIBODY HERPES SMPLX NON-SPECIFIC TYPE TEST,fee schedule,34.5
facility,lab,CPT/HCP MCC,86695,PR ANTIBODY HERPES SMPLX TYPE 1,fee schedule,31.7
facility,lab,CPT/HCP MCC,86696,PR ANTIBODY HERPES SMPLX TYPE 2,fee schedule,46.4
facility,lab,CPT/HCP MCC,86698,PR ANTIBODY HISTOPLASMA,fee schedule,33.1
facility,lab,CPT/HCP MCC,86701,PR ANTIBODY HIV-1,fee schedule,21.3
facility,lab,CPT/HCP MCC,86701,PR ANTIBODY HIV-1,fee schedule,21.3
facility,lab,CPT/HCP MCC,86702,PR ANTIBODY HIV-2,fee schedule,32.5
facility,lab,CPT/HCP MCC,86703,PR ANTIBODY HIV-1&HIV-2 SINGLE RESULT,fee schedule,32.9
facility,lab,CPT/HCP MCC,86704,PR HEPATITIS B CORE ANTIBODY HBCAB TOTAL,fee schedule,28.9
facility,lab,CPT/HCP MCC,86705,PR HEPATITIS B CORE ANTIBODY HBCAB IGM ANTIBODY,fee schedule,28.2
facility,lab,CPT/HCP MCC,86706,PR HEPATITIS B SURF ANTIBODY HBSAB,fee schedule,25.8
facility,lab,CPT/HCP MCC,86707,PR HEPATITIS BE ANTIBODY HBEAB,fee schedule,27.8
facility,lab,CPT/HCP MCC,86708,PR HEPATITIS A ANTIBODY HAAB,fee schedule,29.7
facility,lab,CPT/HCP MCC,86709,PR HEPATITIS ANTIBODY HAAB IGM ANTIBODY,fee schedule,27.0
facility,lab,CPT/HCP MCC,86710,PR ANTIBODY INFLUENZA VIRUS,fee schedule,32.5
facility,lab,CPT/HCP MCC,86711,PR ANTIBODY JOHN CUNNINGHAM VIRUS,fee schedule,40.5
facility,lab,CPT/HCP MCC,86713,PR ANTIBODY LEGIONELLA,fee schedule,36.7
facility,lab,CPT/HCP MCC,86717,PR ANTIBODY LEISHMANIA,fee schedule,29.4
facility,lab,CPT/HCP MCC,86720,PR ANTIBODY LEPTOSPIRA,fee schedule,38.9
facility,lab,CPT/HCP MCC,86723,PR ANTIBODY LISTERIA MONOCYTOGENES,fee schedule,31.7
facility,lab,CPT/HCP MCC,86727,PR ANTIBODY LYMPHOCYTIC CHORIOMENINGITIS,fee schedule,30.9
facility,lab,CPT/HCP MCC,86732,PR ANTIBODY MUCORMYCOSIS,fee schedule,36.0
facility,lab,CPT/HCP MCC,86735,PR ANTIBODY MUMPS,fee schedule,31.3
facility,lab,CPT/HCP MCC,86738,PR ANTIBODY MYCOPLSM,fee schedule,31.8
facility,lab,CPT/HCP MCC,86741,PR ANTIBODY NEISSERIA MENINGITIDIS,fee schedule,31.7
facility,lab,CPT/HCP MCC,86744,PR ANTIBODY NOCARDIA,fee schedule,38.4
facility,lab,CPT/HCP MCC,86747,PR ANTIBODY PARVOVIRUS,fee schedule,36.1
facility,lab,CPT/HCP MCC,86750,PR ANTIBODY PLASMODIUM MALARIA,fee schedule,31.7
facility,lab,CPT/HCP MCC,86753,PR ANTIBODY PROTOZOA NES,fee schedule,29.7
facility,lab,CPT/HCP MCC,86756,PR ANTIBODY RESPIRATORY SYNCTIAL VIRUS,fee schedule,38.1
facility,lab,CPT/HCP MCC,86757,PR ANTIBODY RICKETTSIA,fee schedule,46.4
facility,lab,CPT/HCP MCC,86759,PR ANTIBODY ROTAVIRUS,fee schedule,43.8
facility,lab,CPT/HCP MCC,86762,PR ANTIBODY RUBELLA,fee schedule,34.5
facility,lab,CPT/HCP MCC,86765,PR ANTIBODY RUBEOLA,fee schedule,30.9
facility,lab,CPT/HCP MCC,86768,PR ANTIBODY SALMONELLA,fee schedule,31.7
facility,lab,CPT/HCP MCC,86769,PR ANTB SEVERE AQT RESPIR SYND SARS-COV-2 COVID-19,fee schedule,101.1
facility,lab,CPT/HCP MCC,86771,PR ANTIBODY SHIGELLA,fee schedule,58.8
facility,lab,CPT/HCP MCC,86774,PR ANTIBODY TETANUS,fee schedule,35.5
facility,lab,CPT/HCP MCC,86777,PR ANTIBODY TOXOPLASMA,fee schedule,34.5
facility,lab,CPT/HCP MCC,86778,PR ANTIBODY TOXOPLASMA IGM,fee schedule,34.6
facility,lab,CPT/HCP MCC,86780,PR ANTIBODY TREPONEMA PALLIDUM,fee schedule,31.8
facility,lab,CPT/HCP MCC,86780,PR ANTIBODY TREPONEMA PALLIDUM,fee schedule,31.8
facility,lab,CPT/HCP MCC,86784,PR ANTIBODY TRICHINELLA,fee schedule,30.1
facility,lab,CPT/HCP MCC,86787,PR ANTIBODY VARICELLA-ZOSTER,fee schedule,30.9
facility,lab,CPT/HCP MCC,86788,PR ANTIBODY WEST NILE VIRUS IGM,fee schedule,40.4
facility,lab,CPT/HCP MCC,86789,PR ANTIBODY WEST NILE VIRUS,fee schedule,34.5
facility,lab,CPT/HCP MCC,86790,PR ANTIBODY VIRUS NOT ELSEWHERE SPECIFIFED,fee schedule,30.9
facility,lab,CPT/HCP MCC,86793,PR ANTIBODY YERSINIA,fee schedule,31.7
facility,lab,CPT/HCP MCC,86794,PR ZIKA VIRUS IGM ANTIBODY,fee schedule,40.4
facility,lab,CPT/HCP MCC,86800,PR THYROGLOBULIN ANTIBODY,fee schedule,38.2
facility,lab,CPT/HCP MCC,86803,PR HEPATITIS C ANTIBODY,fee schedule,34.2
facility,lab,CPT/HCP MCC,86803,PR HEPATITIS C ANTIBODY,fee schedule,34.2
facility,lab,CPT/HCP MCC,86804,PR HEPATITIS C ANTIBODY CONFIRMATORY TEST,fee schedule,37.2
facility,lab,CPT/HCP MCC,86805,PR LYMPHOCYTOTOXICITY ASSAY VIS CROSSMATCH TITRATJ,fee schedule,454.8
facility,lab,CPT/HCP MCC,86806,PR LMPHOCYTOTOXICITY ASSAY VIS CROSSMTCH W/O TITRAT,fee schedule,114.2
facility,lab,CPT/HCP MCC,86807,PR SERUM SCREENING % REACTIVE ANTIBODY STANDRD METH,fee schedule,188.8
facility,lab,CPT/HCP MCC,86808,PR SERUM SCREENING % REACTIVE ANTIBODY QUICK METH,fee schedule,71.2
facility,lab,CPT/HCP MCC,86812,PR HLA TYPING A/B/C SINGLE ANTIGEN,fee schedule,61.9
facility,lab,CPT/HCP MCC,86813,PR HLA TYPING A/B/C MULTIPLE ANTIGENS,fee schedule,139.2
facility,lab,CPT/HCP MCC,86816,PR HLA TYPING DR/DQ SINGLE ANTIGEN,fee schedule,72.4
facility,lab,CPT/HCP MCC,86817,PR HLA TYPING DR/DQ MULTIPLE ANTIGENS,fee schedule,254.7
facility,lab,CPT/HCP MCC,86821,PR HLA TYPING LYMPHOCYTE CULTURE MIXED,fee schedule,87.7
facility,lab,CPT/HCP MCC,86825,PR HLA CROSSMATCH NONCYTOTOXIC 1ST SERUM/DILUTION,fee schedule,262.8
facility,lab,CPT/HCP MCC,86826,PR HLA CROSSMATCH NONCYTOTOXIC ADDL SERUM/DILUTION,fee schedule,87.7
facility,lab,CPT/HCP MCC,86828,PR ANTIBODY HLA CLASS I & CLASS II ANTIGENS QUAL,fee schedule,154.1
facility,lab,CPT/HCP MCC,86829,PR ANTIBODY HLA CLASS I OR CLASS II ANTIGENS QUAL,fee schedule,154.1
facility,lab,CPT/HCP MCC,86830,PR ANTIBODY HLA CLASS I PHENOTYPE PANEL QUALITATIVE,fee schedule,229.2
facility,lab,CPT/HCP MCC,86831,PR ANTIBODY HLA CLASS II PHENOTYPE PANEL QUAL,fee schedule,196.5
facility,lab,CPT/HCP MCC,86832,PR ANTIBODY HLA CLASS I HIGH DEFINITION PANEL QUAL,fee schedule,777.0
facility,lab,CPT/HCP MCC,86833,PR ANTIBODY HLA CLASS II HIGH DEFINITION PANEL QUAL,fee schedule,781.9
facility,lab,CPT/HCP MCC,86834,PR ANTIBODY HLA CLASS I SEMIQUANTITATIVE PANEL,fee schedule,858.1
facility,lab,CPT/HCP MCC,86835,PR ANTIBODY HLA CLASS II SEMIQUANTITATIVE PANEL,fee schedule,775.1
facility,lab,CPT/HCP MCC,86850,PR ANTIBODY SCREEN RBC EACH SERUM TECHNIQUE,fee schedule,23.4
facility,lab,CPT/HCP MCC,86880,PR ANTIHUMAN GLOBULIN DIRECT EACH ANTISERUM,fee schedule,12.9
facility,lab,CPT/HCP MCC,86885,PR ANTIHUMAN GLOBULIN INDIR QUAL EA REAGENT CELL,fee schedule,13.7
facility,lab,CPT/HCP MCC,86886,PR ANTIHUMAN GLOBULIN INDIRECT EACH ANTIBODY TITER,fee schedule,12.4
facility,lab,CPT/HCP MCC,86900,PR BLOOD TYPING SEROLOGIC ABO,fee schedule,7.2
facility,lab,CPT/HCP MCC,86901,PR BLOOD TYPING SEROLOGIC RH (D),fee schedule,7.2
facility,lab,CPT/HCP MCC,86902,PR BLOOD TYPE ANTIGEN DONOR REAGENT SERUM EACH,fee schedule,15.2
facility,lab,CPT/HCP MCC,86904,PR BLOOD TYPING ANTIGEN SCREEN PATIENT SERUM/UNIT,fee schedule,39.2
facility,lab,CPT/HCP MCC,86905,PR BLOOD TYPING RBC ANTIGENS OTH/THN ABO/RH D EACH,fee schedule,9.2
facility,lab,CPT/HCP MCC,86906,PR BLOOD TYPING SEROLOGIC RH PHENOTYPING COMPLETE,fee schedule,18.6
facility,lab,CPT/HCP MCC,86940,PR HEMOLYSINS&AGGLUTININS AUTO SCREEN EACH,fee schedule,21.1
facility,lab,CPT/HCP MCC,86941,PR HEMOLYSINS&AGGLUTININS INCUBATED,fee schedule,29.1
facility,lab,CPT/HCP MCC,87003,PR ANIMAL INOCULATION SMALL ANIMAL W/OBS&DSJ,fee schedule,40.4
facility,lab,CPT/HCP MCC,87015,PR CONCENTRATION INFECTIOUS AGENTS,fee schedule,16.0
facility,lab,CPT/HCP MCC,87040,PR CULTURE BACTERIAL BLOOD AEROBIC W/ID ISOLATES,fee schedule,24.8
facility,lab,CPT/HCP MCC,87045,PR CUL BACT STOOL AEROBIC ISOL SALMONELLA&SHIGELL,fee schedule,22.7
facility,lab,CPT/HCP MCC,87046,PR CUL BACT STOOL AEROBIC ADDL PATHOGENS&ID EA,fee schedule,22.7
facility,lab,CPT/HCP MCC,87070,PR CUL BACT XCPT URINE BLOOD/STOOL AEROBIC ISOL,fee schedule,20.7
facility,lab,CPT/HCP MCC,87071,PR CUL BACT QUAN AEROBIC ISOL XCPT UR BLOOD/STOOL,fee schedule,23.7
facility,lab,CPT/HCP MCC,87073,PR CUL BACT QUAN ANAERC ISOL XCPT UR BLOOD/STOOL,fee schedule,23.2
facility,lab,CPT/HCP MCC,87075,PR CULTURE BACTERIAL ANY SOURCE ANAEROBIC ISO&ID,fee schedule,22.7
facility,lab,CPT/HCP MCC,87076,PR CUL BACT ANAEROBIC ADDL METHS DEFINITIVE EA ISOL,fee schedule,19.4
facility,lab,CPT/HCP MCC,87077,PR CUL BACT AEROBIC ADDL METHS DEFINITIVE EA ISOL,fee schedule,19.4
facility,lab,CPT/HCP MCC,87077,PR CUL BACT AEROBIC ADDL METHS DEFINITIVE EA ISOL,fee schedule,19.4
facility,lab,CPT/HCP MCC,87081,PR CUL PRSMPTV PTHGNC ORGANISM SCRN W/COLONY ESTIMJ,fee schedule,15.9
facility,lab,CPT/HCP MCC,87084,PR CUL PRSMPTV PTHGNC ORGANISMS SCR DNS CHART,fee schedule,65.0
facility,lab,CPT/HCP MCC,87086,PR CULTURE BACTERIAL QUANTTATIVE COLONY COUNT URINE,fee schedule,19.4
facility,lab,CPT/HCP MCC,87088,PR CULTURE BCT ISOL&PRSMPTV ID ISOLATE EA URINE,fee schedule,19.4
facility,lab,CPT/HCP MCC,87101,PR CUL FNGI MOLD/YEAST PRSMPTV ID SKN HAIR/NAIL,fee schedule,18.5
facility,lab,CPT/HCP MCC,87102,PR CULTURE FNGI MOLD/YEAST PRSMPTV OTH XCPT BLOOD,fee schedule,20.2
facility,lab,CPT/HCP MCC,87103,PR CULTURE FNGI MOLD/YEAST ISOL PRSMPTV ISOL BLOOD,fee schedule,49.1
facility,lab,CPT/HCP MCC,87106,PR CULTURE FUNGI DEFINITIVE ID EACH ORGANISM YEAST,fee schedule,24.8
facility,lab,CPT/HCP MCC,87107,PR CULTURE FUNGI DEFINITIVE ID EACH ORGANISM MOLD,fee schedule,24.8
facility,lab,CPT/HCP MCC,87109,PR CULTURE MYCOPLASMA ANY SOURCE,fee schedule,36.9
facility,lab,CPT/HCP MCC,87110,PR CULTURE CHLAMYDIA ANY SOURCE,fee schedule,47.0
facility,lab,CPT/HCP MCC,87116,PR CULTURE TUBERCLE/OTH ACID-FAST BACILLI ANY ISOL,fee schedule,25.9
facility,lab,CPT/HCP MCC,87118,PR CULTURE MYCOBACTERIAL DEFINITIVE ID EA ISOL,fee schedule,35.1
facility,lab,CPT/HCP MCC,87140,PR CULTURE TYPING IMMUNOFLUORESCENT EACH ANTISERUM,fee schedule,13.4
facility,lab,CPT/HCP MCC,87143,PR CULTURE TYPING GAS/HIGH PRES LIQ CHROMATOGRAPHY,fee schedule,30.1
facility,lab,CPT/HCP MCC,87147,PR CULTURE TYPING IMMUNOLOGIC OTH/THN IMMUNOFLUORES,fee schedule,12.4
facility,lab,CPT/HCP MCC,87149,PR CULTURE TYPING NUCLEIC ACID PROBE DIR EA ORGANSM,fee schedule,48.1
facility,lab,CPT/HCP MCC,87150,PR CULTYP NUC ACID AMP PRB CULT/ISOLATE EA ORGNISM,fee schedule,84.2
facility,lab,CPT/HCP MCC,87152,PR CULTURE TYPING IDENTIFJ PULSE FIELD GEL TYPING,fee schedule,18.6
facility,lab,CPT/HCP MCC,87153,PR CULTYP NUCLEIC ACID SEQUENCING METH EA ISOLATE,fee schedule,276.9
facility,lab,CPT/HCP MCC,87154,PR CULTURE TYPING ID BLD PTHGN&RESIST TYPING 6+TRGT,fee schedule,523.3
facility,lab,CPT/HCP MCC,87158,PR CULTURE TYPING OTHER METHODS,fee schedule,18.6
facility,lab,CPT/HCP MCC,87164,PR DARK FIELD EXAM ANY SOURCE W/SPECIMEN COLLECTION,fee schedule,25.8
facility,lab,CPT/HCP MCC,87166,PR DARK FIELD EXAM ANY SOURCE W/O SPECIMEN COLLECT,fee schedule,27.1
facility,lab,CPT/HCP MCC,87168,PR MACROSCOPIC EXAMINATION ARTHROPOD,fee schedule,10.2
facility,lab,CPT/HCP MCC,87169,PR MACROSCOPIC EXAMINATION PARASITE,fee schedule,10.3
facility,lab,CPT/HCP MCC,87172,PR PINWORM EXAMINATION,fee schedule,10.2
facility,lab,CPT/HCP MCC,87176,PR HOMOGENIZATION TISSUE CULTURE,fee schedule,14.1
facility,lab,CPT/HCP MCC,87177,PR OVA&PARASITES DIRECT SMEARS CONCENTRATION & ID,fee schedule,21.4
facility,lab,CPT/HCP MCC,87181,PR SUSCEPTBILTY STDY ANTIMICRBIAL AGNT AGAR DILUTJ,fee schedule,11.4
facility,lab,CPT/HCP MCC,87184,PR SUSCEPTIBILITY STUDY ANTIMICROBIAL DISK METHOD,fee schedule,17.9
facility,lab,CPT/HCP MCC,87185,PR SUSCEPTIBILITY STUDY ANTIMICROBIAL ENZYME DETCJ,fee schedule,11.4
facility,lab,CPT/HCP MCC,87186,PR SUSCEPTIBLTY STDY ANTIMICRBIAL MICRO/AGAR DILUTJ,fee schedule,20.8
facility,lab,CPT/HCP MCC,87187,PR SUSCEPTIBLTY STDY ANTMCRB MICRO/AGAR DILUTJ EA,fee schedule,96.4
facility,lab,CPT/HCP MCC,87188,PR SC STD ANTMCRB AGT MACROBROTH DIL METH EA AGT,fee schedule,15.9
facility,lab,CPT/HCP MCC,87190,PR SUSCEPTIBLTY STDY ANTMCRB MYCOBACT PROPORJ MTHD,fee schedule,17.5
facility,lab,CPT/HCP MCC,87197,PR SERUM BACTERICIDAL TITER,fee schedule,36.0
facility,lab,CPT/HCP MCC,87205,PR SMR PRIM SRC GRAM/GIEMSA STAIN BCT FUNGI/CELL,fee schedule,10.2
facility,lab,CPT/HCP MCC,87206,PR SMR PRIM SRC FLUORESCENT&/AFS BCT FNGI PARASIT,fee schedule,12.9
facility,lab,CPT/HCP MCC,87207,PR SMR PRIM SRC SPEC STAIN BODIES/PARASITS,fee schedule,14.4
facility,lab,CPT/HCP MCC,87209,PR SMR PRIM SRC CPLX SPEC STAIN OVA&PARASITS,fee schedule,43.1
facility,lab,CPT/HCP MCC,87210,PR SMR PRIM SRC WET MOUNT NFCT AGT,fee schedule,14.0
facility,lab,CPT/HCP MCC,87210,PR SMR PRIM SRC WET MOUNT NFCT AGT,fee schedule,14.0
facility,lab,CPT/HCP MCC,87220,PR TISS KOH SLIDE SAMPS SKN/HR/NLS FNGI/ECTOPARASIT,fee schedule,10.2
facility,lab,CPT/HCP MCC,87230,PR TOXIN/ANTITOXIN ASSAY TISSUE CULTURE,fee schedule,47.4
facility,lab,CPT/HCP MCC,87250,PR VIRUS INOCULATION EGGS/SM ANIMAL OBS&DSJ,fee schedule,46.9
facility,lab,CPT/HCP MCC,87252,PR VIRUS TISS CUL INOCULATION CYTOPATHIC EFFECT,fee schedule,62.6
facility,lab,CPT/HCP MCC,87253,PR VIRUS TISSUE CULTURE ADDL STDY/ID EACH ISOLATE,fee schedule,48.5
facility,lab,CPT/HCP MCC,87254,PR VIRUS CENTRIFUGE ENHNCD ID IMFLUOR STAIN EA,fee schedule,46.9
facility,lab,CPT/HCP MCC,87255,PR VIRUS ID NON-IMMUNOLOGIC OTH/THN CYTOPATHIC,fee schedule,81.3
facility,lab,CPT/HCP MCC,87260,PR IAADI ADENOVIRUS,fee schedule,34.6
facility,lab,CPT/HCP MCC,87265,PR IAADI BORDETELLA PRTUSSIS/PARAPRTUSSIS,fee schedule,28.8
facility,lab,CPT/HCP MCC,87267,PR IAADI ENTEROVIRUS DIRECT FLUORESCENT ANTIBODY,fee schedule,32.2
facility,lab,CPT/HCP MCC,87269,PR IAADI GIARDIA,fee schedule,32.7
facility,lab,CPT/HCP MCC,87270,PR IAADI CHLAMYDIA TRACHOMATIS,fee schedule,28.8
facility,lab,CPT/HCP MCC,87271,PR IAADI CYTOMEGALOVIRUS DIR FLUORESCENT ANTIBODY,fee schedule,32.2
facility,lab,CPT/HCP MCC,87272,PR IAADI CRYPTOSPORIDIUM,fee schedule,28.8
facility,lab,CPT/HCP MCC,87273,PR IAADI HERPES SMPLX VIRUS TYPE 2,fee schedule,28.8
facility,lab,CPT/HCP MCC,87274,PR IAADI HERPES SMPLX VIRUS TYPE 1,fee schedule,28.8
facility,lab,CPT/HCP MCC,87275,PR IAADI INFLUENZA B VIRUS,fee schedule,29.4
facility,lab,CPT/HCP MCC,87276,PR IAADI INFFLUENZA A VIRUS,fee schedule,38.6
facility,lab,CPT/HCP MCC,87278,PR IAADI LEGIONELLA PNEUMOPHILA,fee schedule,37.4
facility,lab,CPT/HCP MCC,87279,PR IAADI PARAINFLUENZA VIRUS EACH TYPE,fee schedule,39.4
facility,lab,CPT/HCP MCC,87280,PR IAADI RESPIRATORY SYNCTIAL VIRUS,fee schedule,32.2
facility,lab,CPT/HCP MCC,87281,PR IAADI PNEUMOCUSTIS CARINII,fee schedule,28.8
facility,lab,CPT/HCP MCC,87283,PR IAADI RUBEOLA,fee schedule,145.9
facility,lab,CPT/HCP MCC,87285,PR IAADI TREPONEMA PALLIDUM,fee schedule,29.2
facility,lab,CPT/HCP MCC,87290,PR IAADI VARICELLA ZOSTER VIRUS,fee schedule,32.2
facility,lab,CPT/HCP MCC,87299,PR IAADI NOT OTHERWISE SPECIFIED EACH ORGANISM,fee schedule,38.6
facility,lab,CPT/HCP MCC,87300,PR IAADI POLYV MLT ORGANISMS EA POLYV ANTISERUM,fee schedule,28.8
facility,lab,CPT/HCP MCC,87301,PR IAAD IA ADENOVIRUS ENTERIC TYP 40/41,fee schedule,28.8
facility,lab,CPT/HCP MCC,87305,PR IAAD IA ASPERGILLUS,fee schedule,28.8
facility,lab,CPT/HCP MCC,87320,PR IAAD IA CHLAMYDIA TRACHOMATIS,fee schedule,36.0
facility,lab,CPT/HCP MCC,87324,PR IAAD IA CLOSTRIDIUM DIFFICILE TOXIN,fee schedule,28.8
facility,lab,CPT/HCP MCC,87327,PR IAAD IA CRYPTOCOCCUS NEOFORMANS,fee schedule,32.2
facility,lab,CPT/HCP MCC,87328,PR IAAD IA CRYPTOSPORIDIUM,fee schedule,33.2
facility,lab,CPT/HCP MCC,87329,PR IAAD IA GIARDIA,fee schedule,28.8
